"chromosome"	"start.pos"	"end.pos"	"Bf"	"N.BAF"	"sd.BAF"	"depth.ratio"	"N.ratio"	"sd.ratio"	"CNt"	"A"	"B"	"LPP"
"chr1"	14667	9188378	0.274918987606786	186	0.0811075039770978	0.634609469302682	9354	0.17534222446842	1	1	0	-6.83246558096967
"chr1"	9211687	17431563	0.40999543417046	230	0.0710497249375956	0.921626686824021	9572	0.225657286916426	2	1	1	-6.86632794239385
"chr1"	17445682	27425864	0.34787915503582	301	0.0634784205709612	0.704414215562768	12285	0.182481076674462	1	1	0	-9.64627385280851
"chr1"	27425865	89445617	0.443771095196674	687	0.0536100997379326	0.923326043627987	43324	0.226806791778209	2	1	1	-6.83396568472022
"chr1"	89445618	121313547	0.25664238113208	406	0.0694409980535069	0.636419092430309	19599	0.169803113001597	1	1	0	-7.14201241839717
"chr1"	143912360	165877319	0.421188937767017	546	0.0688974573526989	0.935185502414803	27940	0.235293496837469	2	1	1	-6.93159412479648
"chr1"	166029773	167487849	0.248089573272603	26	0.0659935311515163	0.64686698330442	983	0.183452309682931	1	1	0	-6.81575854239392
"chr1"	167510255	183908047	0.451681231389205	303	0.0416105555347758	0.913724622647798	12414	0.213176854000548	2	1	1	-6.76212088386718
"chr1"	183908048	184943676	0.275858599355359	7	0.0848306436097127	0.66290353903898	726	0.178658484164879	1	1	0	-6.82750282585807
"chr1"	185056597	200575962	0.437391149983206	93	0.0617424486660063	0.888555273132344	4804	0.201290559299945	2	1	1	-6.8943401115532
"chr1"	200577973	215259877	0.444415487187956	353	0.0515546278396696	0.927160767380553	14912	0.224709616408407	2	1	1	-6.77834615890179
"chr1"	215297926	218615196	0.461584429408777	16	0.0456565073857678	0.858491100069757	1311	0.184098933935849	2	1	1	-7.04568975559466
"chr1"	218615197	236749282	0.448575660893117	300	0.041702061978326	0.909152099293794	13184	0.231936114322844	2	1	1	-6.74804029426644
"chr1"	236749545	246110704	0.450232758030282	64	0.0565100053474168	0.878708692614253	3871	0.199727144729158	2	1	1	-6.93712484304369
"chr1"	246110823	247492950	0.378190393762543	31	0.0702029622877731	1.17744181880265	1009	0.30131096195166	3	2	1	-6.73770948978323
"chr1"	247492951	249214134	0.376782804567125	36	0.0597226061264885	1.09171814245668	1479	0.23791514690712	3	2	1	-6.9042545038086
"chr2"	38828	3488612	0.449981052485993	38	0.0431020160060267	0.877726377484002	1183	0.218174725076128	2	1	1	-6.8153293362346
"chr2"	3488693	72406655	0.449082800604652	708	0.0451928231792526	0.917360705774665	35933	0.223882231087792	2	1	1	-6.76954423404649
"chr2"	72411214	75891301	0.442509324446432	70	0.0559439604253626	0.94425342391213	4161	0.235629145757899	2	1	1	-6.77696955139997
"chr2"	75891302	91960942	0.401300695404482	91	0.106622304190614	0.909145743112094	4636	0.225162959034644	2	1	1	-6.82403133717164
"chr2"	95537190	99454734	0.413052566777396	96	0.0769706255202753	0.91740915049084	4239	0.219363706165353	2	1	1	-6.82144373373809
"chr2"	99463189	172945079	0.443589294592648	570	0.056454258401905	0.910150412179232	30970	0.220757261082946	2	1	1	-6.7387770977577
"chr2"	172945169	173330286	0.470786657077876	5	0.0287193314685422	1.11647780577786	198	0.334182762344818	2	1	1	-7.34579185218733
"chr2"	173330287	243037218	0.452179059952778	958	0.0467858758142884	0.915568258164836	47373	0.222349659468921	2	1	1	-6.76833458133641
"chr3"	239351	30715729	0.377840003643057	257	0.050237484103957	1.17750287265979	13013	0.288650098881799	3	2	1	-6.84278241866333
"chr3"	30729865	30842340	0.412428870015406	2	0.148492424049175	1.6350944396288	160	0.402832601699687	5	3	2	-6.73641447113746
"chr3"	30842556	36944829	0.354509334224286	47	0.0546074630716968	1.1860480209005	2666	0.28317269526045	3	2	1	-6.85195337436615
"chr3"	36986257	39230640	0.452274337575778	81	0.0511355527308195	1.48305409745161	3286	0.345807522124416	4	2	2	-6.75546638726213
"chr3"	39230641	51624666	0.377227522785821	334	0.0507183424752534	1.18762630850993	17230	0.283164311667182	3	2	1	-6.75128171445587
"chr3"	51661625	56026160	0.447089844933182	57	0.0543408439232935	1.48046810209642	5223	0.346680859405144	4	2	2	-6.7396610365079
"chr3"	56026295	75716188	0.360778006568718	164	0.0656618473006373	1.18041496853342	7395	0.278799494701231	3	2	1	-6.83437330043988
"chr3"	75716284	75986866	0.356503749526781	148	0.0832343530578422	0.904170514321078	274	0.247449457528554	3	2	1	-6.9828409930404
"chr3"	76484037	90283666	0.370042530427384	29	0.0425245510079018	1.17568625753447	1578	0.283022324440811	3	2	1	-6.81299910961692
"chr3"	93591846	197770512	0.370996271236317	1136	0.0565216332859983	1.17381436789924	56131	0.283987629421251	3	2	1	-7.2148424776397
"chr4"	53174	7194865	0.267117248088903	233	0.0814388180100937	0.625662689662225	8018	0.176992811857038	1	1	0	-6.74315611131183
"chr4"	7312072	49064107	0.445449869135298	389	0.0508916831514517	0.905702931864493	14451	0.217185356444132	2	1	1	-6.76371438463666
"chr4"	52709220	55163038	0.343767892875892	29	0.0673368855653086	0.688060935477979	1230	0.16348542598607	1	1	0	-8.00166286977656
"chr4"	55163039	190981567	0.445169530586474	1028	0.0527369308442632	0.884921352165109	49255	0.21167306723831	2	1	1	-8.08251388970616
"chr5"	140412	1318123	0.411171227754199	58	0.0619485008487757	0.899336035055489	1933	0.21891299641614	2	1	1	-6.88639271441433
"chr5"	1318124	6312817	0.266901824508801	32	0.0420673303438436	0.619893557888894	1065	0.156617895777049	1	1	0	-6.73474753822383
"chr5"	6337162	45696191	0.447356558782463	207	0.0471228308127747	0.911783506527806	13047	0.223791847324563	2	1	1	-6.73944023868304
"chr5"	49692033	50690533	0.453804533182833	2	0.0480832611206852	0.839112941309106	391	0.213185762845378	2	1	1	-6.85666541692282
"chr5"	51307292	180688111	0.33302787457264	1301	0.0651784933909147	0.680162848034067	68013	0.171236218621188	1	1	0	-13.7328675640465
"chr6"	203389	45870176	0.372461269505603	1283	0.0632801893361455	1.21264875846006	39215	0.304882144956873	3	2	1	-6.75124364114649
"chr6"	45870177	58445634	0.371614921054987	169	0.0594783832861311	1.18077839867156	6692	0.266456828655466	3	2	1	-6.78108006620721
"chr6"	62390154	66094418	0.369659690549915	23	0.0499159372396616	1.15973215168777	826	0.282127597247196	3	2	1	-6.78895819099257
"chr6"	66112370	162622180	0.178513523276937	783	0.0559268976895291	0.903896562818595	40738	0.233774657616004	2	2	0	-6.82513544206868
"chr6"	162622181	164891992	0.409640605296873	8	0.0484751409045325	1.21194577841435	437	0.276727220866963	3	2	1	-6.98039062067231
"chr6"	165108541	170893472	0.194066548162747	92	0.0743241984735702	0.902917633302347	3185	0.242865014125186	2	2	0	-6.76083160764315
"chr7"	193148	11022349	0.140057196822715	177	0.0457447158898584	1.10084822925793	7404	0.321125975311514	3	3	0	-7.2071052626596
"chr7"	11022350	24329141	0.146638349614721	130	0.0484204952983485	1.05095255069161	5143	0.266154054592773	3	3	0	-8.34754442101658
"chr7"	24329142	35672483	0.146220138235772	119	0.0549783606483611	1.13039789533285	5861	0.305399035311569	3	3	0	-7.03200292789699
"chr7"	35672484	57533263	0.321417884506666	190	0.0583639766750193	1.35286715053681	9907	0.323127749370666	4	3	1	-7.8445297358112
"chr7"	62758725	70254890	0.301235774429758	34	0.0332308004155284	1.38149262512798	1705	0.347417856853601	4	3	1	-6.96886664734349
"chr7"	70254891	79764568	0.434724647837294	74	0.0507929295834398	0.889441833715519	4721	0.235097295237228	2	1	1	-6.81366011955273
"chr7"	79818187	95951202	0.274430732991332	137	0.0750668880207155	0.613754477718352	8127	0.153945490332437	1	1	0	-6.79060065076606
"chr7"	95951385	102090757	0.39299905356792	286	0.0876052130467293	0.932947347444256	8244	0.2478446944616	2	1	1	-6.94879426685426
"chr7"	102090758	102113553	0.24191554990823	2	0.015556349186104	0.614566223349423	207	0.136967638511231	1	1	0	-7.80513313369306
"chr7"	102113554	135662146	0.449044621185808	246	0.0491616175734927	0.905992581248678	16284	0.211493319241437	2	1	1	-6.76575268560894
"chr7"	136587865	137284678	0.330323564050312	8	0.0316834228850717	1.41030689495528	333	0.297620516759333	4	3	1	-7.11420046372575
"chr7"	137293694	137642641	0.242278011428358	3	0.0403608721412211	0.621425291751138	254	0.182217493230622	1	1	0	-6.91293385973231
"chr7"	137642642	138456048	0.454336148923903	12	0.0335246404179301	0.890698260029911	471	0.229387648654012	2	1	1	-6.81143865605948
"chr7"	138482631	138707227	0.280927544943687	3	0.149679657936541	0.592320260370158	358	0.169116966720613	1	1	0	-6.75017983655083
"chr7"	138710424	138984639	0.45315457245053	13	0.0290128176801839	0.892457448227133	550	0.172838074566546	2	1	1	-6.81456094728052
"chr7"	139025831	139529285	0.255237245448558	9	0.0974009468354617	0.627139830009069	556	0.162016390662233	1	1	0	-6.74003138108792
"chr7"	139571999	139786330	0.449387123508586	6	0.0657137732899276	0.929834477728568	243	0.249019085373901	2	1	1	-6.74022550949062
"chr7"	139786331	141631606	0.313105213094651	16	0.0387554297271148	1.42727089128853	1466	0.331108302906343	4	3	1	-6.78258480882851
"chr7"	141635589	141794380	0.328347629222994	3	0.134239835121075	0.681483771152886	320	0.20294355771385	1	1	0	-6.88521835585611
"chr7"	141794396	141957863	0.315256961124029	5	0.0772703047748616	1.39081925487415	358	0.273763456639251	4	3	1	-6.75087851951741
"chr7"	142000803	142251066	0.280518025057936	34	0.0906378122666126	0.663054139484579	277	0.194730808604618	1	1	0	-6.76864263502756
"chr7"	142326631	142511002	0.378450584509565	16	0.12415554760058	0.913032699159253	221	0.256794168231125	3	2	1	-6.85902628020486
"chr7"	142560829	143840031	0.280983268738357	31	0.0818701568377951	0.640813291874366	1620	0.194183878901261	1	1	0	-6.77781029490945
"chr7"	143883364	159025951	0.29617731042374	217	0.0540057865294572	1.46593726685038	9369	0.371234902571815	4	3	1	-6.77614473022966
"chr8"	182778	6302086	0.40602254006833	79	0.0559344303612517	1.07825214847519	1804	0.267613522336829	3	2	1	-7.45058671309166
"chr8"	6302087	43212050	0.385459226589145	448	0.060478975939088	1.15306499438948	21739	0.285678559838174	3	2	1	-7.21716897007288
"chr8"	47752736	110393714	0.38196013763016	412	0.0629636738586727	1.1335656597253	23366	0.26979654596006	3	2	1	-8.2049113044923
"chr8"	110394673	114627898	0.352857716564918	10	0.047066029268583	1.02599174786043	1146	0.253418196323612	3	2	1	-7.77365402027554
"chr8"	114627969	146280905	0.387871290554831	417	0.0571232372103133	1.14528962356222	15965	0.278028746194834	3	2	1	-7.31628849589368
"chr9"	14743	19597319	0.181741395835671	151	0.0512740410419172	0.89639862895248	7144	0.239106763712755	2	2	0	-6.79743533621635
"chr9"	19619527	28888903	0.423627653311249	58	0.0823254225413524	0.324128630036997	2440	0.0893618485366515	0	0	0	-6.88529256958438
